years_exp,search_last_name,swish_id,team_changed_at,hashtag,high_school,injury_notes,active,age,college,first_name,rotowire_id,player_id,injury_start_date,team,yahoo_id,injury_body_part,status,rotoworld_id,opta_id,search_first_name,weight,practice_participation,team_abbr,search_rank,full_name,search_full_name,news_updated,depth_chart_position,last_name,birth_state,gsis_id,birth_city,fantasy_data_id,fantasy_positions,injury_status,birth_date,practice_description,pandascore_id,height,position,number,oddsjam_id,sport,sportradar_id,competitions,espn_id,stats_id,birth_country,depth_chart_order,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
7.0,stinnie,750486.0,,#aaronstinnie-NFL-NYG-64,St. Anne's-Belfield (VA),,True,31.0,James Madison,Aaron,13303.0,5668,,NYG,31619.0,,Active,,,aaron,312,,,9999999.0,Aaron Stinnie,aaronstinnie,1743032417495.0,OL,Stinnie,,00-0034668,,20379.0,"['OG', 'OL']",,1994-02-18,,,75,G,64.0,15D6D87D37FB,nfl,5fd40b6b-d81a-4a4e-a394-53ed7e58511f,[],3049339.0,,,,1113708675920326656,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,roberts,,,#jjroberts-NFL-TB-36,Cabell Midland (WV),,True,23.0,Marshall,JJ,19064.0,13132,,TB,,,Active,,,jj,195,,,9999999.0,JJ Roberts,jjroberts,,DB,Roberts,,,,,['DB'],,2001-09-22,,,72,DB,36.0,9148DF6B7A1F3CAA,nfl,266a09c0-262e-11f0-9779-dd9f3cf183b7,[],,,,,1223497110247190528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,williams,,,#brycewilliams-NFL-FA-80,North Davidson,,True,28.0,East Carolina,Bryce,10946.0,3561,,,29879.0,,Active,,,bryce,258,,,9999999.0,Bryce Williams,brycewilliams,1523486701657.0,,Williams,,00-0032583,,18334.0,['TE'],,1993-02-24,,,78,TE,80.0,,nfl,a204547e-ecd3-4116-909a-ce823caa9067,[],2981998.0,609814.0,,,1116852875503337472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,whalen,,,#ryanwhalen-NFL-FA-81,,,False,29.0,Stanford,Ryan,7411.0,832,,,24954.0,,Inactive,,,ryan,202,,,9999999.0,Ryan Whalen,ryanwhalen,,,Whalen,,,,12857.0,['WR'],,1989-07-26,,,"6'1""",WR,81.0,,nfl,4a99b4bf-e03e-4253-8b9b-c070ef796daf,[],14131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,williams,,,#cameronwilliams-NFL-PHI-73,Duncanville (TX),,True,21.0,Texas,Cameron,18504.0,12586,,PHI,,,Active,,,cameron,317,,,9999999.0,Cameron Williams,cameronwilliams,1745702136125.0,OL,Williams,,,,,['OL'],,2003-10-16,,,77,OL,73.0,E4D4B612B4AACB3B,nfl,8b7504e3-c5ce-4e91-90d1-2bd8e975c5ed,[],,,,,1221987078728855552,0,,,cfa4c670-8f54-11ec-9f33-1965c9c46e44,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,player,,,#duplicateplayer-NFL-FA-0,,,False,,,Duplicate,,6751,,,,,Inactive,12292.0,,duplicate,,,,9999999.0,Duplicate Player,duplicateplayer,,,Player,,,,21668.0,,,,,,,,0.0,,nfl,,[],,820437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,murphy,691007.0,,#kylemurphy-NFL-NO-79,San Clemente (CA),,True,28.0,Stanford,Kyle,11140.0,3356,,NO,29434.0,,Active,,,kyle,305,,,9999999.0,Kyle Murphy,kylemurphy,1640054416821.0,,Murphy,,00-0032433,,18117.0,"['OL', 'OT']",,1993-12-11,,,78,OT,79.0,,nfl,cce52ea1-7e17-4992-8911-e6b07b7b3831,[],2978275.0,,,,1116852854489874432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,lamb,1062020.0,,#ceedeelamb-NFL-DAL-88,Foster (TX),,True,26.0,Oklahoma,CeeDee,14411.0,6786,,DAL,32687.0,,Active,,,ceedee,200,,,5.0,CeeDee Lamb,ceedeelamb,1748171137604.0,LWR,Lamb,,,,21679.0,['WR'],,1999-04-08,,,74,WR,88.0,85450367222D,nfl,a72ea15b-5199-4101-a300-846e1c655add,[],4241389.0,,,1.0,1113708855537201152,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,gallup,912070.0,,#michaelgallup-NFL-WAS-12,Monroe (GA),,True,29.0,Colorado State,Michael,12810.0,5038,,WAS,31051.0,,Active,13149.0,,michael,205,,,564.0,Michael Gallup,michaelgallup,1749105334585.0,RWR,Gallup,,00-0034764,,19867.0,['WR'],,1996-03-04,,,73,WR,12.0,1E240D9C1957,nfl,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,[],4036348.0,912070.0,,6.0,1113708771563040768,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,johnson,1061549.0,,#djjohnson-NFL-CAR-52,Luther Burbank (CA),,True,26.0,Oregon,DJ,16680.0,10938,,CAR,,Concussion,Active,,,dj,260,,,9999999.0,DJ Johnson,djjohnson,1735937425258.0,ROLB,Johnson,,,,,['LB'],Questionable,1998-10-21,,,76,LB,52.0,0C9B6F4EECDC,nfl,11feb266-14e8-488c-9f7e-f221eaa92df8,[],,,,3.0,1113708881009209345,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,coleman,,,#xaviercoleman-NFL-FA-0,Jesuit (OR),,False,26.0,Portland State,Xavier,12233.0,4433,,,30569.0,,Inactive,,,xavier,190,,,9999999.0,Xavier Coleman,xaviercoleman,1535771213570.0,,Coleman,,00-0033453,,19294.0,['DB'],,1995-01-13,,,71,CB,0.0,,nfl,695d16fa-1c4e-4ce4-9d2c-0e117b4fa577,[],3045642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,irving,1287923.0,,#buckyirving-NFL-TB-7,Hillcrest (IL),,True,22.0,Oregon,Bucky,17784.0,11584,,TB,,,Active,,,bucky,195,,,19.0,Bucky Irving,buckyirving,1736742658845.0,RB,Irving,,,,,['RB'],,2002-08-19,,,70,RB,7.0,A45A1C03F17B,nfl,c5249c6f-bd1b-4352-8228-de2bd499ca0d,[],,,,1.0,1113708732941889536,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,martin,,,#dougmartin-NFL-FA-22,St. Mary's (CA),,False,32.0,Boise State,Doug,8058.0,1195,,,25741.0,,Inactive,7426.0,,doug,210,,,9999999.0,Doug Martin,dougmartin,1567555522755.0,,Martin,,00-0029613,,14385.0,['RB'],,1989-01-13,,,69,RB,22.0,,nfl,5c2a0c83-e18a-43dd-bd65-704771157e42,[],14885.0,381806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,thomas,,,#deanthonythomas-NFL-FA-16,Crenshaw (CA),,True,29.0,Oregon,De'Anthony,9274.0,2023,,,27652.0,,Inactive,,,deanthony,176,,,803.0,De'Anthony Thomas,deanthonythomas,1648441845359.0,,Thomas,,00-0031060,,16305.0,['WR'],,1993-01-05,,,68,WR,16.0,,nfl,35823109-daf1-4825-92b8-564271398ecb,[],16945.0,607847.0,,,1116852775678902272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,catapano,,,#mikecatapano-NFL-FA-48,Chaminade (NY),,False,30.0,Princeton,Mike,8961.0,1461,,,26830.0,,Inactive,,,mike,270,,,9999999.0,Mike Catapano,mikecatapano,,,Catapano,,,,15043.0,"['DL', 'LB']",,1990-08-17,,,"6'4""",LB,48.0,,nfl,4c08189b-2268-4755-87d0-b0a291f08eb9,[],15944.0,470175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,dotson,885460.0,,#kevindotson-NFL-LAR-69,Plaquemine (LA),,True,28.0,Louisiana,Kevin,14749.0,7116,,LAR,32805.0,,Active,,,kevin,330,,,9999999.0,Kevin Dotson,kevindotson,1726427114705.0,OL,Dotson,,,,22132.0,['OL'],,1996-09-18,,,76,OL,69.0,116E2FA7B4F5,nfl,fb301e65-4c65-4b60-a8ca-d149fcdbcd97,[],3917599.0,,,,1113708706823958528,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,sirianni,,,#nicksirianni-NFL-FA-0,,,False,,,Nick,,4907,,,,,Inactive,13088.0,,nick,,,,9999999.0,Nick Sirianni,nicksirianni,,,Sirianni,,,,19809.0,,,,,,,,0.0,,nfl,,[],,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,milton,1213345.0,,#kendallmilton-NFL-CIN-36,Buchanan (CA),,True,23.0,Georgia,Kendall,17970.0,11649,,CIN,,,Active,,,kendall,230,,,578.0,Kendall Milton,kendallmilton,1735846837738.0,RB,Milton,,,,,['RB'],,2002-02-10,,,73,RB,36.0,A92E6B2C0008,nfl,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,[],,,,6.0,1113708718547038208,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,jeudy,973935.0,,#jerryjeudy-NFL-CLE-3,Deerfield Beach (FL),,True,26.0,Alabama,Jerry,14458.0,6783,,CLE,32685.0,,Active,,,jerry,195,,,69.0,Jerry Jeudy,jerryjeudy,1736045430939.0,RWR,Jeudy,,,,21692.0,['WR'],,1999-04-24,,,73,WR,3.0,74F257A6F220,nfl,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,[],4241463.0,,,1.0,1113708842941706240,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,gray,,,#joshuagray-NFL-ATL-67,Rancho Cucamonga (CA),,True,25.0,Oregon State,Joshua,,12887,,ATL,,,Active,,,joshua,299,,,9999999.0,Joshua Gray,joshuagray,,OL,Gray,,,,,['OL'],,2000-03-13,,,77,OL,67.0,02524FE065589A92,nfl,a6a3e310-2474-11f0-9d75-5b9f469eea9d,[],,,,,1222696803619581952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,koroma,,,#tejankoroma-NFL-FA-73,Allen,,True,25.0,Brigham Young,Tejan,13384.0,5592,,,31522.0,,Active,,,tejan,290,,,9999999.0,Tejan Koroma,tejankoroma,1556573756637.0,,Koroma,,00-0034328,,20551.0,['OL'],,1996-04-27,,,72,C,73.0,,nfl,5f642a99-fc5b-4cae-b23d-8d043681b264,[],3138835.0,,,,1116853128503754752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,valles,,,#maxvalles-NFL-FA-54,St. Joseph,,False,26.0,Virginia,Max,10365.0,2481,,,28567.0,,Inactive,,,max,251,,,9999999.0,Max Valles,maxvalles,,,Valles,,,,16939.0,"['DL', 'LB']",,1994-08-05,,,"6'5""",LB,54.0,,nfl,8ab4dd5c-7ace-4819-80b7-030de97ab88f,[],3048702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,celek,,,#brentcelek-NFL-FA-87,La Salle (OH),,False,35.0,Cincinnati,Brent,5403.0,221,,,8416.0,,Inactive,4269.0,,brent,255,,,9999999.0,Brent Celek,brentcelek,1564440320341.0,,Celek,,00-0025549,,5511.0,['TE'],,1985-01-25,,,"6'4""",TE,87.0,,nfl,645a8bf9-2079-4df4-904a-3d8f08438b85,[],10605.0,229510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,moreno,,,#knowshonmoreno-NFL-FA-28,,,False,30.0,Georgia,Knowshon,,387,,,,,Inactive,5163.0,,knowshon,210,,,9999999.0,Knowshon Moreno,knowshonmoreno,,,Moreno,,,,8699.0,['RB'],,1987-07-16,,,"5'11""",RB,28.0,,nfl,d7ed32dc-b05b-4a90-b29c-7fcb4527d2c5,[],12516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,invalid,,,#playerinvalid-NFL-FA,,,False,,,Player,,8432,,,,,Inactive,,,player,,,,,Player Invalid,playerinvalid,,,Invalid,,,,,['TE'],,,,,,TE,,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,smith,916460.0,,#rashadsmith-NFL-FA-59,Homestead (FL),,True,25.0,Florida Atlantic,Rashad,15096.0,7232,,,33180.0,,Active,,,rashad,220,,,9999999.0,Rashad Smith,rashadsmith,1603749938954.0,,Smith,,,,22233.0,['LB'],,1997-04-20,,,73,LB,59.0,,nfl,dec323b8-fb75-4182-b03d-6c412d3d51a5,[],4040762.0,,,,1116853352911601664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,sao,1509834.0,,#anthonysao-NFL-FA,Compton (CA),,True,24.0,MidAmerican Nazarene,Anthony,18167.0,12213,,,,,Active,,,anthony,200,,,9999999.0,Anthony Sao,anthonysao,1718143531237.0,,Sao,,,,,['DB'],,2000-12-17,,,73,CB,,8FB828B3A11D,nfl,d4783f50-07da-11ef-b218-ed50b831f980,[],,,,,1116852717524877312,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,cowing,1181861.0,,#jacobcowing-NFL-SF-19,Maricopa (AZ),,True,24.0,Arizona,Jacob,17008.0,11616,,SF,,,Active,,,jacob,171,,,416.0,Jacob Cowing,jacobcowing,1748625931681.0,SWR,Cowing,,,,,['WR'],,2001-02-04,,,69,WR,19.0,D501FE0B726A,nfl,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,[],,,,5.0,1113708878039642112,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,boykin,884553.0,,#milesboykin-NFL-CHI-84,Providence Catholic (IL),,True,28.0,Notre Dame,Miles,13553.0,5965,,CHI,31925.0,,Active,14013.0,,miles,220,,,690.0,Miles Boykin,milesboykin,1744594559896.0,SWR,Boykin,, 00-0035703,,21037.0,['WR'],,1996-10-12,,,76,WR,84.0,0A22FF8AADCF,nfl,d1ed6f8c-1611-4695-8b48-5adce0de50dd,[],3932423.0,884553.0,,7.0,1113708680123019264,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,peacock,,,#andrewpeacock-NFL-FA-1,,,False,26.0,Appalachian State,Andrew,,2125,,,28008.0,,Inactive,,,andrew,195,,,9999999.0,Andrew Peacock,andrewpeacock,,,Peacock,,,,16462.0,['WR'],,1991-01-14,,,"5'9""",WR,1.0,,nfl,404c313b-6788-45ac-8438-99b224988b8f,[],17025.0,504365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,bertrand,1183583.0,,#jdbertrand-NFL-ATL-40,Blessed Trinity Catholic (GA),,True,25.0,Notre Dame,JD,17810.0,11770,,ATL,,,Active,,,jd,230,,,9999999.0,JD Bertrand,jdbertrand,1749186039710.0,LILB,Bertrand,,,,,['LB'],,2000-05-05,,,73,LB,40.0,7715F27DA2AC,nfl,fdb957eb-4146-4453-a6df-f65ca7bc1bb6,[],,,,1.0,1113708865330900992,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,singer,,,#doriansinger-NFL-JAX-13,Pinnacle (MN),,True,22.0,Utah,Dorian,18955.0,13064,,JAX,,,Active,,,dorian,181,,,999.0,Dorian Singer,doriansinger,1745980835083.0,SWR,Singer,,,,,['WR'],,2002-10-16,,,72,WR,13.0,BCA610DD1DE8A2B8,nfl,bd460ff0-2567-11f0-831d-a5b6ed781dda,[],,,,,1223134688898461697,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,pettis,837820.0,,#dantepettis-NFL-NO-17,JSerra Catholic (CA),,True,29.0,Washington,Dante,12884.0,4992,,NO,31014.0,,Active,13160.0,,dante,195,,,9999999.0,Dante Pettis,dantepettis,1741727108739.0,SWR,Pettis,,00-0034860,,19854.0,['WR'],,1995-10-23,,,73,WR,17.0,CEEF50BC317C,nfl,20d16690-560b-4a01-af20-8870ef07ea70,[],3127306.0,837820.0,,8.0,1113708761173749761,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,reid,,,#ericreid-NFL-FA-25,Dutchtown (LA),,True,30.0,Louisiana State,Eric,8685.0,1590,,,26641.0,,Active,8453.0,,eric,213,,,9999999.0,Eric Reid,ericreid,1585950331788.0,,Reid,, 00-0030548,,15242.0,['DB'],,1991-12-10,,,73,SS,25.0,,nfl,c615cf52-bc61-43ed-bb76-39695ca019c0,[],15809.0,540523.0,,,1116852748231376896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,brown,,,#darrellbrown-NFL-FA-66,Cooper,,True,28.0,Louisiana Tech,Darrell,,4804,,,30927.0,,Active,,,darrell,305,,,9999999.0,Darrell Brown,darrellbrown,,,Brown,,,,19719.0,['OL'],,1993-12-21,,,76,OT,66.0,,nfl,dfdac366-d991-4d2a-baad-a01b055e1c48,[],2971882.0,,,,1116853024250134528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,lewis,,,#ryanlewis-NFL-FA-37,Eastlake (WA),,True,27.0,Pittsburgh,Ryan,12929.0,4529,,,30491.0,,Inactive,,,ryan,185,,,1260.0,Ryan Lewis,ryanlewis,1660179319896.0,,Lewis,,00-0033608,,19407.0,['DB'],,1994-04-15,,,72,CB,37.0,,nfl,ba95b150-fad0-4a8d-b15d-a5e318d95b7f,[],2970264.0,692336.0,,,1116852981497593856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,akingbesote,,,#tommyakingbesote-NFL-DAL-72,Charles Herbert Flowers (MD),,True,22.0,Maryland,Tommy,18713.0,12739,,DAL,,,Active,,,tommy,306,,,9999999.0,Tommy Akingbesote,tommyakingbesote,1745710827594.0,RDT,Akingbesote,,,,,['DL'],,2003-02-25,,,75,DT,72.0,874C5E8056926812,nfl,6d43a6f4-d210-40f7-a877-9169ae6a500d,[],,,,3.0,1222002238210179072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,jansen,267458.0,,#jjjansen-NFL-CAR-44,Brophy Prep (AZ),,True,39.0,Notre Dame,JJ,7078.0,439,,CAR,9585.0,,Active,,,jj,235,,,9999999.0,JJ Jansen,jjjansen,1739602221935.0,LS,Jansen,,00-0026027,,9162.0,['LS'],,1986-01-20,,,74,LS,44.0,4EDD98ACAC84,nfl,e2ee3901-8de4-4585-a6ca-b7d77d271d9e,[],11759.0,,,,1113708886856069120,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,lynch,1066890.0,,#jameslynch-NFL-TEN-97,Round Rock (TX),,True,26.0,Baylor,James,14499.0,6858,,TEN,32800.0,,Active,,,james,295,,,9999999.0,James Lynch,jameslynch,1746664218054.0,LDE,Lynch,,,,21894.0,['DL'],,1999-01-20,,,76,DT,97.0,35DE560DE241,nfl,ce8b21f7-6f93-40e6-8068-0432e10d855f,[],4259181.0,,,2.0,1113708712297525248,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,mills,509704.0,,#jordanmills-NFL-FA-79,Assumption (LA),,True,31.0,Louisiana Tech,Jordan,8826.0,1510,,,26786.0,,Active,,,jordan,311,,,9999999.0,Jordan Mills,jordanmills,1659810314150.0,,Mills,,00-0030046,,15116.0,"['OL', 'OT']",,1990-12-24,,,77,T,79.0,,nfl,cf881df8-d5a0-4736-be01-eb72767366b0,[],16004.0,,,,1116852742007029760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,jones,,,#domjones-NFL-CLE-37,Peachtree Ridge (GA),,True,,Colorado State,Dom,19044.0,12785,,CLE,,,Active,,,dom,192,,,9999999.0,Dom Jones,domjones,,DB,Jones,,,,,['DB'],,,,,74,DB,37.0,C3BFF23D6A676A2E,nfl,96b9bbe0-2317-11f0-9fae-9ba39ba9aec5,[],,,,,1222062625664274432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,wade,,,#jordanwade-NFL-OAK-0,,,True,,Oklahoma,Jordan,,4925,,OAK,30636.0,,Active,,,jordan,311,,,9999999.0,Jordan Wade,jordanwade,,,Wade,,,,19313.0,['OL'],,,,,"6'3""",G,0.0,,nfl,,[],,,,,1116853041413226496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,addison,,,#bralonaddison-NFL-FA-89,Hightower (TX),,False,28.0,Oregon,Bralon,10747.0,3620,,,29616.0,,Inactive,,,bralon,190,,,9999999.0,Bralon Addison,bralonaddison,1596767449898.0,,Addison,, 00-0032482,,18407.0,['WR'],,1993-10-12,,,70,WR,89.0,,nfl,319497eb-9f40-4ef7-9dfe-72314a8e9b21,[],2971271.0,689636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,sims,1181975.0,,#christiansims-NFL-FA-46,Norcross (GA),,True,22.0,Bowling Green,Christian,17337.0,11155,,,,,Active,,,christian,243,,,449.0,Christian Sims,christiansims,1693254649926.0,,Sims,,,,,['TE'],,2001-02-15,,,74,TE,46.0,,nfl,825c01a0-e857-11ed-95b2-5d386c06de36,[],,,,,1116852657747656704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,kaltenberger,,,#joshkaltenberger-NFL-LAC-63,Seneca Valley (PA),,True,,Maryland,Josh,,12814,,LAC,,,Active,,,josh,308,,,9999999.0,Josh Kaltenberger,joshkaltenberger,,OL,Kaltenberger,,,,,['OL'],,,,,78,OL,63.0,097A1F7953F2EA5D,nfl,3436b400-23ad-11f0-b28b-d1b1866410c3,[],,,,,1222334420736802816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,smith,,,#telvinsmith-NFL-FA-0,Lowndes County (GA),,False,30.0,Florida State,Telvin,9371.0,1995,,,27672.0,,Injured Reserve,9394.0,,telvin,215,,,9999999.0,Telvin Smith,telvinsmith,1563996333283.0,,Smith,,00-0031309,,16266.0,['LB'],,1991-04-11,,,75,LB,0.0,,nfl,dfbbe1cc-1fce-4599-92ae-922a8b79fb83,[],16891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,mapu,1054192.0,,#martemapu-NFL-NE-15,Hawthorne (CA),,True,25.0,Sacramento State,Marte,16947.0,10926,,NE,,,Active,,,marte,230,,,9999999.0,Marte Mapu,martemapu,1748470817727.0,NB,Mapu,,,,,['DB'],,1999-11-08,,,75,DB,15.0,25AC94AAB044,nfl,5c55344a-6192-4def-9860-ffd5a571fe68,[],,,,2.0,1113708791863472128,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,boutte,1213362.0,,#kayshonboutte-NFL-NE-9,Westgate (LA),,True,23.0,LSU,Kayshon,16795.0,9504,,NE,,,Active,,,kayshon,197,,,299.0,Kayshon Boutte,kayshonboutte,1736783161218.0,RWR,Boutte,,,,,['WR'],,2002-05-07,,,71,WR,9.0,86B6983F9C7F,nfl,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,[],,,,4.0,1113708794036121600,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,davis,750368.0,,#rasharddavis-NFL-FA-6,Charlottesville (VA),,True,26.0,James Madison,Rashard,12367.0,4828,,,30940.0,,Active,,,rashard,180,,,9999999.0,Rashard Davis,rasharddavis,1660682432289.0,,Davis,,00-0034034,,19732.0,['WR'],,1995-09-14,,,69,WR,6.0,,nfl,4e87e1a1-8b89-4738-a527-87eb0663c35d,[],3049329.0,750368.0,,,1116853028188585984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,archer,,,#driarcher-NFL-FA-13,Venice (FL),,False,29.0,Kent State,Dri,9474.0,1914,,,27625.0,,Inactive,,,dri,173,,,9999999.0,Dri Archer,driarcher,,,Archer,,,,16144.0,['RB'],,1991-08-09,,,"5'8""",RB,13.0,,nfl,4aeef161-65c6-4bc6-89c5-ceb7d6d1a25b,[],16755.0,506529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,whelan,1052604.0,,#danielwhelan-NFL-FA-0,Rancho Mirage (CA),,True,26.0,UC Davis,Daniel,,11525,,,,,Active,,,daniel,216,,,9999999.0,Daniel Whelan,danielwhelan,,,Whelan,,,,,['P'],,1999-02-10,,,77,P,0.0,,nfl,53744270-fbf9-11ed-b3ef-4b1a763c6ea8,[],,,,,1116852699464204288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,woodard,,,#darrenwoodard-NFL-FA-35,,,False,27.0,Texas - El Paso,Darren,,1711,,,,,Inactive,,,darren,170,,,9999999.0,Darren Woodard,darrenwoodard,,,Woodard,,,,15620.0,['DB'],,1989-09-21,,,"5'11""",CB,35.0,,nfl,7a1775f4-0869-4377-93c7-02331a65606f,[],16122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,morgan,,,#drewmorgan-NFL-FA-81,Greenwood (AR),,True,27.0,Arkansas,Drew,11867.0,4396,,,30647.0,,Active,,,drew,187,,,9999999.0,Drew Morgan,drewmorgan,1515031201931.0,,Morgan,,00-0033407,,19255.0,['WR'],,1994-12-02,,,72,WR,81.0,,nfl,7e56f066-0225-4b22-ab11-9cb1d6325ee8,[],3046438.0,744431.0,,,1116852960572211200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,milum,,,#wyattmilum-NFL-JAX-64,Spring Valley (WV),,True,22.0,West Virginia,Wyatt,18768.0,12633,,JAX,,,Active,,,wyatt,317,,,9999999.0,Wyatt Milum,wyattmilum,1745638821440.0,OL,Milum,,,,,['OL'],,2002-12-27,,,78,OL,64.0,622B89998DBD29E9,nfl,fb2dac4a-ee97-458c-856e-702d2fea5c64,[],,,,,1221700225698111488,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,ross,747906.0,,#johnross-NFL-FA-38,Long Beach Jordan (CA),,True,29.0,Washington,John,11699.0,4038,,,30122.0,Undisclosed,Active,12173.0,,john,190,,,656.0,John Ross,johnross,1733328318057.0,SWR,Ross,,00-0033460,,18881.0,['WR'],Questionable,1995-11-27,,,71,WR,38.0,15F7058AB537,nfl,938b363a-6967-4cef-bcd2-bb358a9f6c98,[],3052177.0,747906.0,,8.0,1113708717100003328,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,wilber,397413.0,,#kylewilber-NFL-FA-58,Apopka (FL),,True,33.0,Wake Forest,Kyle,8224.0,1148,,,25823.0,,Active,,,kyle,240,,,9999999.0,Kyle Wilber,kylewilber,1599591348982.0,,Wilber,,00-0029647,,14167.0,['LB'],,1989-04-26,,,76,LB,58.0,,nfl,cdbaf089-9c7e-418f-829e-d903c28b2628,[],15038.0,397413.0,,,1116852693948694528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
